ΚΩΔΙΚΟΣ_ΕΞΕΤΑΣΗΣ,ΤΥΠΟΣ,ΚΟΣΤΟΣ
EXM_09060,Χοληστερίνη,188.3
EXM_09061,PCR COVID-19,218.57
EXM_09062,PCR COVID-19,88.2
EXM_09063,Ουρία,144.59
EXM_09064,Υπέρηχος Κοιλίας,227.72
EXM_09065,Ουρία,152.57
EXM_09066,Ηλεκτροκαρδιογράφημα (ΗΚΓ),67.74
EXM_09067,Χοληστερίνη,142.73
EXM_09068,Σάκχαρο Αίματος,140.4
EXM_09069,Υπέρηχος Κοιλίας,139.25
EXM_09070,Μαγνητική Τομογραφία (MRI),83.07
EXM_09071,Σάκχαρο Αίματος,113.47
EXM_09072,Γενική Αίματος,149.99
EXM_09073,Χοληστερίνη,245.84
EXM_09074,Κρεατινίνη,183.35
EXM_09075,Μαγνητική Τομογραφία (MRI),200.0
EXM_09076,Μαγνητική Τομογραφία (MRI),193.43
EXM_09077,Ακτινογραφία Θώρακος,202.79
EXM_09078,Ουρία,185.35
EXM_09079,Ουρία,156.53
EXM_09080,Ουρία,213.66
EXM_09081,Σάκχαρο Αίματος,209.67
EXM_09082,Σάκχαρο Αίματος,149.98
EXM_09083,Χοληστερίνη,236.49
EXM_09084,Σάκχαρο Αίματος,26.41
EXM_09085,Σάκχαρο Αίματος,32.7
EXM_09086,Γενική Αίματος,187.1
EXM_09087,Σάκχαρο Αίματος,80.93
EXM_09088,Υπέρηχος Κοιλίας,35.45
EXM_09089,Κρεατινίνη,55.3
EXM_09090,Μαγνητική Τομογραφία (MRI),147.46
EXM_09091,Μαγνητική Τομογραφία (MRI),170.69
EXM_09092,Γενική Αίματος,22.73
EXM_09093,Ακτινογραφία Θώρακος,51.68
EXM_09094,Ουρία,127.24
EXM_09095,Χοληστερίνη,26.42
EXM_09096,Σάκχαρο Αίματος,105.17
EXM_09097,PCR COVID-19,17.64
EXM_09098,Κρεατινίνη,214.37
EXM_09099,Μαγνητική Τομογραφία (MRI),108.74
EXM_09100,Γενική Αίματος,194.91
EXM_09101,Κρεατινίνη,171.94
EXM_09102,Ακτινογραφία Θώρακος,111.23
EXM_09103,Ηλεκτροκαρδιογράφημα (ΗΚΓ),182.89
EXM_09104,Ηλεκτροκαρδιογράφημα (ΗΚΓ),145.95
EXM_09105,Ουρία,128.04
EXM_09106,Χοληστερίνη,119.31
EXM_09107,Υπέρηχος Κοιλίας,26.05
EXM_09108,Ουρία,59.96
EXM_09109,Γενική Αίματος,55.37
EXM_09110,Ουρία,80.22
EXM_09111,Γενική Αίματος,185.75
EXM_09112,Κρεατινίνη,156.89
EXM_09113,Ουρία,19.18
EXM_09114,Υπέρηχος Κοιλίας,207.74
EXM_09115,PCR COVID-19,165.72
EXM_09116,PCR COVID-19,173.53
EXM_09117,Σάκχαρο Αίματος,135.03
EXM_09118,Υπέρηχος Κοιλίας,182.35
EXM_09119,Γενική Αίματος,215.59
EXM_09120,PCR COVID-19,248.0
EXM_09121,Σάκχαρο Αίματος,99.56
EXM_09122,Χοληστερίνη,245.87
EXM_09123,Κρεατινίνη,247.09
EXM_09124,Μαγνητική Τομογραφία (MRI),89.07
EXM_09125,Χοληστερίνη,188.77
EXM_09126,Υπέρηχος Κοιλίας,182.42
EXM_09127,Υπέρηχος Κοιλίας,144.61
EXM_09128,PCR COVID-19,212.47
EXM_09129,Κρεατινίνη,186.89
EXM_09130,Ακτινογραφία Θώρακος,196.74
EXM_09131,Ηλεκτροκαρδιογράφημα (ΗΚΓ),62.22
EXM_09132,Χοληστερίνη,168.04
EXM_09133,Υπέρηχος Κοιλίας,213.33
EXM_09134,Γενική Αίματος,24.48
EXM_09135,Μαγνητική Τομογραφία (MRI),201.79
EXM_09136,Μαγνητική Τομογραφία (MRI),140.46
EXM_09137,Ακτινογραφία Θώρακος,189.65
EXM_09138,Χοληστερίνη,55.62
EXM_09139,Υπέρηχος Κοιλίας,136.57
EXM_09140,PCR COVID-19,133.03
EXM_09141,Χοληστερίνη,180.57
EXM_09142,PCR COVID-19,72.65
EXM_09143,Ηλεκτροκαρδιογράφημα (ΗΚΓ),233.16
EXM_09144,Χοληστερίνη,20.59
EXM_09145,Ακτινογραφία Θώρακος,79.08
EXM_09146,Σάκχαρο Αίματος,193.51
EXM_09147,Μαγνητική Τομογραφία (MRI),69.86
EXM_09148,Υπέρηχος Κοιλίας,172.05
EXM_09149,Κρεατινίνη,213.43
EXM_09150,Σάκχαρο Αίματος,55.73
EXM_09151,Γενική Αίματος,247.25
EXM_09152,Χοληστερίνη,18.44
EXM_09153,Μαγνητική Τομογραφία (MRI),129.95
EXM_09154,Υπέρηχος Κοιλίας,198.8
EXM_09155,Ακτινογραφία Θώρακος,67.43
EXM_09156,Γενική Αίματος,134.01
EXM_09157,Γενική Αίματος,42.53
EXM_09158,PCR COVID-19,192.34
EXM_09159,Γενική Αίματος,148.7
EXM_09160,Κρεατινίνη,66.61
EXM_09161,Χοληστερίνη,177.64
EXM_09162,Μαγνητική Τομογραφία (MRI),196.71
EXM_09163,Ακτινογραφία Θώρακος,201.36
EXM_09164,Σάκχαρο Αίματος,128.59
EXM_09165,Υπέρηχος Κοιλίας,70.27
EXM_09166,Κρεατινίνη,229.97
EXM_09167,Χοληστερίνη,193.01
EXM_09168,Γενική Αίματος,129.89
EXM_09169,Ηλεκτροκαρδιογράφημα (ΗΚΓ),241.01
EXM_09170,Ηλεκτροκαρδιογράφημα (ΗΚΓ),59.03
EXM_09171,Χοληστερίνη,235.31
EXM_09172,Σάκχαρο Αίματος,173.78
EXM_09173,Υπέρηχος Κοιλίας,42.6
EXM_09174,Υπέρηχος Κοιλίας,88.67
EXM_09175,Μαγνητική Τομογραφία (MRI),72.3
EXM_09176,Κρεατινίνη,208.76
EXM_09177,Γενική Αίματος,217.54
EXM_09178,Ακτινογραφία Θώρακος,125.07
EXM_09179,Ουρία,232.86
EXM_09180,Γενική Αίματος,80.24
EXM_09181,Σάκχαρο Αίματος,29.73
EXM_09182,Ηλεκτροκαρδιογράφημα (ΗΚΓ),169.75
EXM_09183,Μαγνητική Τομογραφία (MRI),69.9
EXM_09184,Ακτινογραφία Θώρακος,68.55
EXM_09185,Γενική Αίματος,47.29
EXM_09186,Υπέρηχος Κοιλίας,84.05
EXM_09187,Μαγνητική Τομογραφία (MRI),85.21
EXM_09188,Κρεατινίνη,200.95
EXM_09189,Υπέρηχος Κοιλίας,153.99
EXM_09190,Χοληστερίνη,36.53
EXM_09191,Ακτινογραφία Θώρακος,80.62
EXM_09192,Χοληστερίνη,148.72
EXM_09193,PCR COVID-19,114.82
EXM_09194,Κρεατινίνη,120.5
EXM_09195,Σάκχαρο Αίματος,240.36
EXM_09196,Ακτινογραφία Θώρακος,29.17
EXM_09197,Ακτινογραφία Θώρακος,17.03
EXM_09198,Υπέρηχος Κοιλίας,144.22
EXM_09199,Ουρία,110.5
EXM_09200,Χοληστερίνη,147.64
EXM_09201,Υπέρηχος Κοιλίας,186.02
EXM_09202,Μαγνητική Τομογραφία (MRI),227.06
EXM_09203,Ουρία,169.83
EXM_09204,Χοληστερίνη,52.67
EXM_09205,PCR COVID-19,111.51
EXM_09206,Ουρία,219.68
EXM_09207,Χοληστερίνη,244.7
EXM_09208,Χοληστερίνη,230.07
EXM_09209,Ακτινογραφία Θώρακος,187.9
EXM_09210,PCR COVID-19,142.67
EXM_09211,Ουρία,58.55
EXM_09212,Γενική Αίματος,208.22
EXM_09213,Ουρία,46.72
EXM_09214,Μαγνητική Τομογραφία (MRI),136.56
EXM_09215,Γενική Αίματος,41.24
EXM_09216,PCR COVID-19,136.25
EXM_09217,Γενική Αίματος,16.45
EXM_09218,Γενική Αίματος,200.9
EXM_09219,Γενική Αίματος,66.7
EXM_09220,PCR COVID-19,21.23
EXM_09221,Μαγνητική Τομογραφία (MRI),235.65
EXM_09222,Σάκχαρο Αίματος,135.94
EXM_09223,Ακτινογραφία Θώρακος,156.71
EXM_09224,Υπέρηχος Κοιλίας,42.78
EXM_09225,Ηλεκτροκαρδιογράφημα (ΗΚΓ),38.13
EXM_09226,Ακτινογραφία Θώρακος,23.13
EXM_09227,Μαγνητική Τομογραφία (MRI),114.07
EXM_09228,PCR COVID-19,207.79
EXM_09229,Υπέρηχος Κοιλίας,192.91
EXM_09230,Μαγνητική Τομογραφία (MRI),163.13
EXM_09231,Ουρία,228.01
EXM_09232,Ακτινογραφία Θώρακος,192.18
EXM_09233,PCR COVID-19,95.17
EXM_09234,Κρεατινίνη,244.07
EXM_09235,Χοληστερίνη,53.39
EXM_09236,PCR COVID-19,83.43
EXM_09237,PCR COVID-19,174.62
EXM_09238,Χοληστερίνη,164.37
EXM_09239,Κρεατινίνη,226.77
EXM_09240,Ακτινογραφία Θώρακος,134.17
EXM_09241,Ηλεκτροκαρδιογράφημα (ΗΚΓ),67.27
EXM_09242,Χοληστερίνη,166.26
EXM_09243,Γενική Αίματος,117.66
EXM_09244,Κρεατινίνη,193.49
EXM_09245,Ακτινογραφία Θώρακος,165.58
EXM_09246,Χοληστερίνη,247.85
EXM_09247,Υπέρηχος Κοιλίας,44.03
EXM_09248,Γενική Αίματος,77.3
EXM_09249,Ουρία,190.15
EXM_09250,PCR COVID-19,167.7
EXM_09251,Ακτινογραφία Θώρακος,249.44
EXM_09252,Ηλεκτροκαρδιογράφημα (ΗΚΓ),96.12
EXM_09253,Κρεατινίνη,52.24
EXM_09254,Υπέρηχος Κοιλίας,95.45
EXM_09255,Ουρία,76.57
EXM_09256,PCR COVID-19,52.99
EXM_09257,Μαγνητική Τομογραφία (MRI),47.98
EXM_09258,Ουρία,236.22
EXM_09259,Ηλεκτροκαρδιογράφημα (ΗΚΓ),141.44
EXM_09260,Ακτινογραφία Θώρακος,243.57
EXM_09261,Σάκχαρο Αίματος,155.6
EXM_09262,Μαγνητική Τομογραφία (MRI),53.7
EXM_09263,Χοληστερίνη,178.57
EXM_09264,Γενική Αίματος,112.46
EXM_09265,Ακτινογραφία Θώρακος,234.19
EXM_09266,Κρεατινίνη,42.95
EXM_09267,Ακτινογραφία Θώρακος,181.39
EXM_09268,Ακτινογραφία Θώρακος,153.64
EXM_09269,Μαγνητική Τομογραφία (MRI),127.14
EXM_09270,Σάκχαρο Αίματος,214.05
EXM_09271,Ηλεκτροκαρδιογράφημα (ΗΚΓ),148.15
EXM_09272,Ηλεκτροκαρδιογράφημα (ΗΚΓ),123.89
EXM_09273,Σάκχαρο Αίματος,100.85
EXM_09274,Ακτινογραφία Θώρακος,240.84
EXM_09275,PCR COVID-19,91.8
EXM_09276,Κρεατινίνη,96.55
EXM_09277,Ακτινογραφία Θώρακος,226.31
EXM_09278,Ακτινογραφία Θώρακος,249.42
EXM_09279,Σάκχαρο Αίματος,217.82
EXM_09280,PCR COVID-19,96.87
EXM_09281,Γενική Αίματος,218.47
EXM_09282,Ακτινογραφία Θώρακος,102.53
EXM_09283,Ηλεκτροκαρδιογράφημα (ΗΚΓ),130.75
EXM_09284,Υπέρηχος Κοιλίας,130.7
EXM_09285,Γενική Αίματος,81.74
EXM_09286,Ακτινογραφία Θώρακος,194.32
EXM_09287,Κρεατινίνη,168.94
EXM_09288,Γενική Αίματος,232.05
EXM_09289,Χοληστερίνη,225.23
EXM_09290,Χοληστερίνη,124.54
EXM_09291,Ουρία,86.05
EXM_09292,Ουρία,29.58
EXM_09293,Σάκχαρο Αίματος,129.09
EXM_09294,Ουρία,66.79
EXM_09295,Ακτινογραφία Θώρακος,118.88
EXM_09296,Μαγνητική Τομογραφία (MRI),202.54
EXM_09297,Σάκχαρο Αίματος,191.76
EXM_09298,Χοληστερίνη,189.24
EXM_09299,Υπέρηχος Κοιλίας,204.08
EXM_09300,Μαγνητική Τομογραφία (MRI),190.5
EXM_09301,Ουρία,238.9
EXM_09302,Γενική Αίματος,203.8
EXM_09303,Γενική Αίματος,61.56
EXM_09304,Γενική Αίματος,148.2
EXM_09305,Σάκχαρο Αίματος,149.5
EXM_09306,Χοληστερίνη,141.6
EXM_09307,Μαγνητική Τομογραφία (MRI),144.87
EXM_09308,Χοληστερίνη,108.63
EXM_09309,Υπέρηχος Κοιλίας,21.33
EXM_09310,Μαγνητική Τομογραφία (MRI),111.44
EXM_09311,Μαγνητική Τομογραφία (MRI),171.04
EXM_09312,Υπέρηχος Κοιλίας,43.32
EXM_09313,Κρεατινίνη,165.85
EXM_09314,Χοληστερίνη,31.38
EXM_09315,Υπέρηχος Κοιλίας,226.52
EXM_09316,Χοληστερίνη,134.45
EXM_09317,Σάκχαρο Αίματος,71.22
EXM_09318,Ακτινογραφία Θώρακος,174.9
EXM_09319,Μαγνητική Τομογραφία (MRI),148.98
EXM_09320,PCR COVID-19,216.69
EXM_09321,Γενική Αίματος,248.21
EXM_09322,Σάκχαρο Αίματος,188.36
EXM_09323,Γενική Αίματος,106.83
EXM_09324,Μαγνητική Τομογραφία (MRI),58.24
EXM_09325,Ουρία,54.0
EXM_09326,Χοληστερίνη,80.52
EXM_09327,Ουρία,139.35
EXM_09328,Κρεατινίνη,122.68
EXM_09329,Γενική Αίματος,117.38
EXM_09330,Ουρία,226.35
EXM_09331,Γενική Αίματος,145.5
EXM_09332,Υπέρηχος Κοιλίας,243.35
EXM_09333,Ουρία,19.08
EXM_09334,Υπέρηχος Κοιλίας,136.82
EXM_09335,Γενική Αίματος,74.7
EXM_09336,Ακτινογραφία Θώρακος,131.55
EXM_09337,Κρεατινίνη,192.39
EXM_09338,Ηλεκτροκαρδιογράφημα (ΗΚΓ),118.39
EXM_09339,PCR COVID-19,107.14
EXM_09340,Ακτινογραφία Θώρακος,104.83
EXM_09341,Κρεατινίνη,42.05
EXM_09342,Σάκχαρο Αίματος,168.54
EXM_09343,Γενική Αίματος,130.84
EXM_09344,PCR COVID-19,112.86
EXM_09345,Μαγνητική Τομογραφία (MRI),217.14
EXM_09346,Μαγνητική Τομογραφία (MRI),116.14
EXM_09347,Μαγνητική Τομογραφία (MRI),99.46
EXM_09348,Κρεατινίνη,88.49
EXM_09349,Χοληστερίνη,157.42
EXM_09350,Γενική Αίματος,90.42
EXM_09351,Σάκχαρο Αίματος,54.25
EXM_09352,PCR COVID-19,157.28
EXM_09353,Χοληστερίνη,126.74
EXM_09354,Μαγνητική Τομογραφία (MRI),82.16
EXM_09355,PCR COVID-19,63.71
EXM_09356,Γενική Αίματος,19.5
EXM_09357,PCR COVID-19,90.73
EXM_09358,Γενική Αίματος,153.81
EXM_09359,Υπέρηχος Κοιλίας,95.64
EXM_09360,Γενική Αίματος,60.65
EXM_09361,Σάκχαρο Αίματος,26.76
EXM_09362,Μαγνητική Τομογραφία (MRI),190.95
EXM_09363,Σάκχαρο Αίματος,106.49
EXM_09364,Ακτινογραφία Θώρακος,209.71
EXM_09365,Μαγνητική Τομογραφία (MRI),230.85
EXM_09366,Υπέρηχος Κοιλίας,64.87
EXM_09367,Κρεατινίνη,219.78
EXM_09368,Υπέρηχος Κοιλίας,140.37
EXM_09369,Κρεατινίνη,168.23
EXM_09370,Σάκχαρο Αίματος,205.42
EXM_09371,Ακτινογραφία Θώρακος,214.29
EXM_09372,PCR COVID-19,51.59
EXM_09373,Γενική Αίματος,171.86
EXM_09374,Ακτινογραφία Θώρακος,115.95
EXM_09375,Ουρία,231.59
EXM_09376,Χοληστερίνη,166.51
EXM_09377,PCR COVID-19,179.78
EXM_09378,Μαγνητική Τομογραφία (MRI),165.14
EXM_09379,Ακτινογραφία Θώρακος,65.68
EXM_09380,Γενική Αίματος,230.4
EXM_09381,Υπέρηχος Κοιλίας,193.37
EXM_09382,Σάκχαρο Αίματος,134.06
EXM_09383,Υπέρηχος Κοιλίας,242.73
EXM_09384,Χοληστερίνη,157.65
EXM_09385,Σάκχαρο Αίματος,203.35
EXM_09386,Ουρία,155.32
EXM_09387,Υπέρηχος Κοιλίας,222.72
EXM_09388,Ουρία,214.41
EXM_09389,Ηλεκτροκαρδιογράφημα (ΗΚΓ),82.84
EXM_09390,PCR COVID-19,164.85
EXM_09391,Σάκχαρο Αίματος,91.25
EXM_09392,Χοληστερίνη,192.1
EXM_09393,Ηλεκτροκαρδιογράφημα (ΗΚΓ),184.3
EXM_09394,Σάκχαρο Αίματος,44.66
EXM_09395,Σάκχαρο Αίματος,240.81
EXM_09396,Γενική Αίματος,55.21
EXM_09397,Ουρία,179.12
EXM_09398,Κρεατινίνη,85.55
EXM_09399,Μαγνητική Τομογραφία (MRI),232.44
EXM_09400,Σάκχαρο Αίματος,53.91
EXM_09401,Σάκχαρο Αίματος,212.43
EXM_09402,Ηλεκτροκαρδιογράφημα (ΗΚΓ),150.66
EXM_09403,Ουρία,43.3
EXM_09404,Χοληστερίνη,114.31
EXM_09405,Γενική Αίματος,163.58
EXM_09406,Ουρία,222.89
EXM_09407,Σάκχαρο Αίματος,116.52
EXM_09408,Γενική Αίματος,200.62
EXM_09409,Μαγνητική Τομογραφία (MRI),62.48
EXM_09410,Σάκχαρο Αίματος,140.54
EXM_09411,Ουρία,236.59
EXM_09412,Ηλεκτροκαρδιογράφημα (ΗΚΓ),213.04
EXM_09413,Κρεατινίνη,45.61
EXM_09414,Ουρία,103.67
EXM_09415,Σάκχαρο Αίματος,199.89
EXM_09416,PCR COVID-19,167.97
EXM_09417,Ακτινογραφία Θώρακος,56.34
EXM_09418,Ουρία,126.95
EXM_09419,Γενική Αίματος,104.71
EXM_09420,Μαγνητική Τομογραφία (MRI),180.62
EXM_09421,Γενική Αίματος,23.47
EXM_09422,Χοληστερίνη,82.87
EXM_09423,Υπέρηχος Κοιλίας,116.28
EXM_09424,Κρεατινίνη,78.85
EXM_09425,Σάκχαρο Αίματος,215.56
EXM_09426,Χοληστερίνη,37.82
EXM_09427,Κρεατινίνη,17.8
EXM_09428,Ηλεκτροκαρδιογράφημα (ΗΚΓ),46.2
EXM_09429,Ηλεκτροκαρδιογράφημα (ΗΚΓ),107.29
EXM_09430,Χοληστερίνη,158.94
EXM_09431,Χοληστερίνη,222.46
EXM_09432,Χοληστερίνη,148.55
EXM_09433,Γενική Αίματος,91.67
EXM_09434,Χοληστερίνη,20.49
EXM_09435,Ακτινογραφία Θώρακος,219.26
EXM_09436,Ουρία,131.94
EXM_09437,Κρεατινίνη,61.25
EXM_09438,Χοληστερίνη,132.75
EXM_09439,Χοληστερίνη,138.14
EXM_09440,Μαγνητική Τομογραφία (MRI),240.01
EXM_09441,Ηλεκτροκαρδιογράφημα (ΗΚΓ),201.84
EXM_09442,Ακτινογραφία Θώρακος,179.52
EXM_09443,Ουρία,168.68
EXM_09444,Σάκχαρο Αίματος,234.63
EXM_09445,Υπέρηχος Κοιλίας,217.43
EXM_09446,Σάκχαρο Αίματος,107.88
EXM_09447,Σάκχαρο Αίματος,211.53
EXM_09448,PCR COVID-19,168.32
EXM_09449,Κρεατινίνη,181.96
EXM_09450,Ακτινογραφία Θώρακος,21.04
EXM_09451,Υπέρηχος Κοιλίας,162.99
EXM_09452,Σάκχαρο Αίματος,54.15
EXM_09453,Γενική Αίματος,152.92
EXM_09454,PCR COVID-19,134.08
EXM_09455,Κρεατινίνη,207.13
EXM_09456,Σάκχαρο Αίματος,219.49
EXM_09457,Ηλεκτροκαρδιογράφημα (ΗΚΓ),24.61
EXM_09458,Υπέρηχος Κοιλίας,122.53
EXM_09459,Χοληστερίνη,98.16
EXM_09460,Σάκχαρο Αίματος,228.33
EXM_09461,Ακτινογραφία Θώρακος,211.58
EXM_09462,Σάκχαρο Αίματος,143.2
EXM_09463,Γενική Αίματος,246.92
EXM_09464,PCR COVID-19,61.71
EXM_09465,PCR COVID-19,141.81
EXM_09466,Γενική Αίματος,158.88
EXM_09467,Γενική Αίματος,106.1
EXM_09468,Χοληστερίνη,19.14
EXM_09469,Χοληστερίνη,108.16
EXM_09470,Υπέρηχος Κοιλίας,55.84
EXM_09471,Χοληστερίνη,141.56
EXM_09472,Κρεατινίνη,24.51
EXM_09473,Χοληστερίνη,101.87
EXM_09474,Γενική Αίματος,66.09
EXM_09475,Ηλεκτροκαρδιογράφημα (ΗΚΓ),214.65
EXM_09476,Μαγνητική Τομογραφία (MRI),188.03
EXM_09477,Ακτινογραφία Θώρακος,181.09
EXM_09478,Ουρία,125.9
EXM_09479,Υπέρηχος Κοιλίας,160.15
EXM_09480,Κρεατινίνη,105.01
EXM_09481,Υπέρηχος Κοιλίας,48.59
EXM_09482,Χοληστερίνη,215.26
EXM_09483,Υπέρηχος Κοιλίας,175.73
EXM_09484,PCR COVID-19,97.15
EXM_09485,Μαγνητική Τομογραφία (MRI),115.43
EXM_09486,Μαγνητική Τομογραφία (MRI),215.4
